GHZ;;;;;;;;;
FREQ.GHZ;;S11DB;S11A;S21DB;S21A;S12DB;S12A;S22DB;S22A
0.004025616;4025616;-1.662589;-0.620681;-21.06811;-0.5497625;-21.11054;-0.557301;-29.73405;-176.8373
0.004050611;4050611;-1.662575;-0.6356149;-21.06172;-0.5391153;-21.11032;-0.579878;-29.7362;-176.801
0.00407576;4075760;-1.660667;-0.624605;-21.06808;-0.5440429;-21.10635;-0.5664439;-29.72834;-176.7764
0.004101066;4101066;-1.661285;-0.6419573;-21.06527;-0.5897103;-21.10596;-0.5905502;-29.73474;-176.7021
0.004126529;4126529;-1.662311;-0.6371864;-21.06361;-0.594343;-21.10995;-0.5618962;-29.73189;-176.7409
0.00415215;4152150;-1.662078;-0.6476933;-21.07031;-0.648867;-21.10899;-0.6184059;-29.73686;-176.6672
0.00417793;4177930;-1.662002;-0.6616027;-21.0677;-0.580795;-21.10692;-0.5490828;-29.72499;-176.6435
0.004203871;4203871;-1.660662;-0.6200641;-21.05522;-0.5811127;-21.10767;-0.5889081;-29.73998;-176.6822
0.004229972;4229972;-1.660693;-0.659474;-21.06481;-0.6014065;-21.1071;-0.6105301;-29.73968;-176.6423
0.004256235;4256235;-1.662311;-0.6437007;-21.06021;-0.5451699;-21.11037;-0.602073;-29.72941;-176.6276
0.004282662;4282662;-1.661368;-0.6646194;-21.0679;-0.6088061;-21.10874;-0.5981224;-29.7398;-176.5797
0.004309252;4309252;-1.662558;-0.6831049;-21.07084;-0.6515015;-21.1067;-0.6048954;-29.73282;-176.5925
0.004336008;4336008;-1.664091;-0.6717607;-21.0672;-0.5083163;-21.11147;-0.6210613;-29.73204;-176.5632
0.00436293;4362930;-1.662339;-0.6883414;-21.06094;-0.5835921;-21.10946;-0.5825827;-29.73162;-176.5322
0.004390019;4390019;-1.661078;-0.6820695;-21.0624;-0.6693273;-21.10659;-0.612313;-29.7282;-176.498
0.004417276;4417276;-1.662418;-0.6721978;-21.06343;-0.6573934;-21.10771;-0.5948014;-29.72516;-176.4701
0.004444702;4444702;-1.663914;-0.7055877;-21.07027;-0.6423431;-21.11135;-0.6042299;-29.72744;-176.4321
0.004472299;4472299;-1.66185;-0.664541;-21.05757;-0.6151059;-21.10821;-0.5873827;-29.72999;-176.4265
0.004500066;4500066;-1.662204;-0.6984633;-21.05999;-0.6128635;-21.10684;-0.6354122;-29.72472;-176.3854
0.004528007;4528007;-1.6621;-0.6935375;-21.05836;-0.6591015;-21.11252;-0.6363417;-29.73475;-176.4247
0.004556121;4556121;-1.66286;-0.6937461;-21.06538;-0.6203326;-21.11177;-0.646181;-29.72913;-176.4069
0.004584409;4584409;-1.663532;-0.7092592;-21.0666;-0.6765534;-21.10997;-0.6219077;-29.7313;-176.3453
0.004612873;4612873;-1.662806;-0.7182847;-21.05986;-0.6262794;-21.10819;-0.6405706;-29.72402;-176.3247
0.004641514;4641514;-1.661225;-0.7123098;-21.06894;-0.6560068;-21.10748;-0.6418567;-29.72728;-176.2866
0.004670332;4670332;-1.661273;-0.7241938;-21.05813;-0.6990966;-21.11121;-0.6686915;-29.73271;-176.2997
0.00469933;4699330;-1.662356;-0.7099552;-21.05874;-0.7028793;-21.10922;-0.6242013;-29.72875;-176.2783
0.004728507;4728507;-1.663432;-0.7314986;-21.0592;-0.6337175;-21.11166;-0.6696493;-29.73225;-176.2602
0.004757866;4757866;-1.662806;-0.7488394;-21.06115;-0.733335;-21.11211;-0.6641207;-29.73707;-176.2135
0.004787407;4787407;-1.661286;-0.7264981;-21.06318;-0.7059107;-21.10969;-0.6760187;-29.73137;-176.2142
0.004817132;4817132;-1.661332;-0.7450696;-21.05979;-0.7013371;-21.10998;-0.6969301;-29.73165;-176.191
0.004847041;4847041;-1.659844;-0.7693307;-21.06765;-0.7206478;-21.10835;-0.6812037;-29.73108;-176.1576
0.004877135;4877135;-1.661691;-0.767481;-21.06649;-0.6877277;-21.11101;-0.638377;-29.72599;-176.0662
0.004907417;4907417;-1.661266;-0.7791191;-21.06287;-0.7301543;-21.10666;-0.7100464;-29.73284;-176.1095
0.004937886;4937886;-1.659944;-0.7906734;-21.06652;-0.6597274;-21.10738;-0.6813633;-29.72481;-176.067
0.004968545;4968545;-1.66263;-0.766872;-21.0589;-0.7083372;-21.11172;-0.701602;-29.72482;-176.0801
0.004999394;4999394;-1.66224;-0.7645336;-21.06451;-0.7362103;-21.10878;-0.6945255;-29.72613;-176.0085
0.005030435;5030435;-1.661607;-0.7955395;-21.0638;-0.711938;-21.11002;-0.7285057;-29.72649;-175.9646
0.005061668;5061668;-1.661855;-0.7841583;-21.06366;-0.755779;-21.11012;-0.7213576;-29.72058;-176.0049
0.005093095;5093095;-1.662352;-0.7859494;-21.06575;-0.7050206;-21.11121;-0.7193447;-29.72072;-175.9819
0.005124718;5124718;-1.662618;-0.7969047;-21.06441;-0.6994184;-21.11112;-0.7251925;-29.73029;-175.9445
0.005156536;5156536;-1.664407;-0.7974544;-21.06503;-0.7064294;-21.10822;-0.6785413;-29.72761;-175.846
0.005188553;5188553;-1.663439;-0.8025252;-21.05734;-0.7125832;-21.1088;-0.7159336;-29.72403;-175.8416
0.005220768;5220768;-1.662774;-0.7786141;-21.06245;-0.6849298;-21.10724;-0.7267262;-29.72234;-175.8638
0.005253183;5253183;-1.661417;-0.8026202;-21.05564;-0.7262433;-21.10844;-0.7222097;-29.71911;-175.7979
0.005285799;5285799;-1.662428;-0.8247874;-21.06545;-0.7398569;-21.1054;-0.7030833;-29.71638;-175.7578
0.005318618;5318618;-1.663992;-0.8265325;-21.06333;-0.7943389;-21.10648;-0.7435838;-29.71976;-175.7754
0.005351641;5351641;-1.662679;-0.8285387;-21.0605;-0.8322269;-21.10938;-0.7384238;-29.72073;-175.7502
0.005384868;5384868;-1.663828;-0.8432133;-21.06005;-0.7188491;-21.10857;-0.771513;-29.72432;-175.7511
0.005418302;5418302;-1.662291;-0.8306983;-21.05873;-0.7145972;-21.10762;-0.7410195;-29.73;-175.6734
0.005451944;5451944;-1.663699;-0.8670502;-21.06289;-0.7653736;-21.10771;-0.789857;-29.72226;-175.6686
0.005485794;5485794;-1.664917;-0.8608732;-21.05334;-0.8241204;-21.08714;-0.7643514;-29.71982;-175.6534
0.005519855;5519855;-1.666825;-0.8859394;-21.06529;-0.7823908;-21.09216;-0.754845;-29.72942;-175.6636
0.005554127;5554127;-1.664172;-0.8746959;-21.06195;-0.7882274;-21.09205;-0.7965085;-29.72886;-175.6008
0.005588612;5588612;-1.661816;-0.8691596;-21.0559;-0.7779542;-21.09688;-0.7881795;-29.7261;-175.5884
0.005623311;5623311;-1.660621;-0.8722829;-21.05662;-0.7693623;-21.09403;-0.7731516;-29.72151;-175.5769
0.005658225;5658225;-1.666463;-0.8923863;-21.06343;-0.7405411;-21.09284;-0.8145519;-29.72751;-175.6223
0.005693357;5693357;-1.662031;-0.8801448;-21.05628;-0.8873597;-21.09612;-0.8204799;-29.72616;-175.4965
0.005728706;5728706;-1.663668;-0.8830003;-21.06769;-0.8528704;-21.08955;-0.8034568;-29.7117;-175.5296
0.005764275;5764275;-1.66023;-0.9032078;-21.05779;-0.792693;-21.09562;-0.8016193;-29.72269;-175.4572
0.005800065;5800065;-1.662752;-0.9088013;-21.06342;-0.8067416;-21.08935;-0.7994176;-29.71598;-175.463
0.005836076;5836076;-1.66398;-0.9134463;-21.0638;-0.7752514;-21.09257;-0.8041984;-29.71647;-175.4086
0.005872312;5872312;-1.661541;-0.9215617;-21.05486;-0.8002532;-21.08837;-0.8159167;-29.71829;-175.3221
0.005908772;5908772;-1.66046;-0.9013835;-21.05983;-0.8150168;-21.09624;-0.8062049;-29.71861;-175.3096
0.005945459;5945459;-1.659827;-0.9308243;-21.0581;-0.8207662;-21.09628;-0.8307908;-29.72314;-175.269
0.005982374;5982374;-1.662979;-0.9263297;-21.06196;-0.8995224;-21.09658;-0.8519856;-29.72239;-175.2958
0.006019518;6019518;-1.662919;-0.9126926;-21.06185;-0.9079718;-21.09587;-0.8305805;-29.7221;-175.2222
0.006056892;6056892;-1.660156;-0.9354866;-21.05739;-0.8976488;-21.09771;-0.8452579;-29.72269;-175.2173
0.006094498;6094498;-1.660582;-0.92827;-21.0603;-0.887041;-21.08862;-0.8493885;-29.71576;-175.1862
0.006132338;6132338;-1.663967;-0.9400612;-21.05789;-0.84718;-21.08757;-0.8817174;-29.71306;-175.1873
0.006170413;6170413;-1.662775;-0.9599769;-21.05972;-0.9148909;-21.09617;-0.8891788;-29.72121;-175.1312
0.006208725;6208725;-1.666732;-0.9816794;-21.05808;-0.930773;-21.09386;-0.8733777;-29.71865;-175.1542
0.006247274;6247274;-1.661193;-0.9582303;-21.05593;-0.8428377;-21.09618;-0.8768447;-29.71453;-175.0532
0.006286062;6286062;-1.661162;-0.9630431;-21.05621;-0.8821521;-21.09785;-0.9070713;-29.71859;-175.0913
0.006325092;6325092;-1.661829;-0.9914427;-21.05552;-0.8758741;-21.08658;-0.8716528;-29.71182;-174.9663
0.006364364;6364364;-1.664865;-0.991216;-21.05568;-0.9708307;-21.0963;-0.8726837;-29.72206;-175.0307
0.006403879;6403879;-1.663452;-0.9986584;-21.05724;-0.8200161;-21.09612;-0.9271216;-29.71589;-174.9763
0.00644364;6443640;-1.662218;-0.9923819;-21.05591;-0.9131613;-21.08914;-0.9209697;-29.7123;-174.9187
0.006483648;6483648;-1.663039;-1.003448;-21.05788;-0.8198113;-21.09653;-0.8880773;-29.71523;-174.8536
0.006523904;6523904;-1.662143;-1.003042;-21.05631;-0.8992689;-21.08908;-0.9012606;-29.71092;-174.8717
0.00656441;6564410;-1.662688;-1.032374;-21.05502;-0.8872533;-21.09223;-0.9197478;-29.70781;-174.8965
0.006605168;6605168;-1.66278;-1.020631;-21.05572;-0.9150296;-21.08841;-0.9144357;-29.70781;-174.7933
0.006646178;6646178;-1.665675;-1.048265;-21.05634;-0.9409685;-21.09633;-0.943325;-29.7172;-174.7616
0.006687444;6687444;-1.664257;-1.057672;-21.05814;-0.8758592;-21.09238;-0.9444464;-29.7096;-174.7631
0.006728965;6728965;-1.66238;-1.036983;-21.05838;-0.9585122;-21.09235;-0.9306668;-29.71693;-174.6964
0.006770744;6770744;-1.663255;-1.031598;-21.05746;-0.9550856;-21.09224;-0.9683439;-29.70834;-174.7252
0.006812783;6812783;-1.664474;-1.058534;-21.06457;-0.9488395;-21.09502;-0.9724659;-29.71571;-174.6321
0.006855083;6855083;-1.665029;-1.062946;-21.06604;-0.9218729;-21.09739;-0.9512452;-29.70931;-174.5549
0.006897645;6897645;-1.664935;-1.07268;-21.06604;-0.9049732;-21.11015;-0.963844;-29.7097;-174.4706
0.006940472;6940472;-1.666788;-1.055652;-21.0627;-0.9880708;-21.10931;-0.9821281;-29.71412;-174.5064
0.006983564;6983564;-1.668329;-1.073157;-21.06419;-0.975329;-21.10993;-1.013646;-29.70701;-174.4597
0.007026924;7026924;-1.665069;-1.077819;-21.06079;-1.00064;-21.11111;-0.9928825;-29.7085;-174.4247
0.007070554;7070554;-1.666898;-1.09576;-21.06179;-0.961196;-21.1103;-1.023813;-29.71332;-174.374
0.007114454;7114454;-1.666389;-1.10461;-21.06645;-0.9108434;-21.10872;-0.9922498;-29.70659;-174.3136
0.007158627;7158627;-1.666082;-1.10092;-21.06219;-1.061826;-21.1097;-0.9780324;-29.70478;-174.2982
0.007203074;7203074;-1.664636;-1.126311;-21.06172;-0.9415375;-21.11196;-1.004152;-29.70444;-174.2703
0.007247797;7247797;-1.667942;-1.116888;-21.06337;-1.018046;-21.10878;-0.9676965;-29.70164;-174.1932
0.007292797;7292797;-1.663766;-1.134834;-21.06285;-1.083724;-21.10835;-1.011635;-29.70036;-174.1542
0.007338077;7338077;-1.663222;-1.130078;-21.06332;-1.041732;-21.10802;-1.021014;-29.6993;-174.1418
0.007383639;7383639;-1.667452;-1.158232;-21.06165;-1.016524;-21.10975;-1.019286;-29.69802;-174.119
0.007429483;7429483;-1.664137;-1.154418;-21.05944;-0.9842428;-21.10978;-1.035166;-29.70382;-174.0953
0.007475611;7475611;-1.664472;-1.170717;-21.06267;-1.017248;-21.11012;-1.044919;-29.70324;-174.0774
0.007522027;7522027;-1.665214;-1.166879;-21.06157;-1.010335;-21.10832;-1.034254;-29.70259;-173.976
0.00756873;7568730;-1.664694;-1.171551;-21.05561;-1.072325;-21.09445;-1.056853;-29.69987;-174.021
0.007615723;7615723;-1.663175;-1.172508;-21.0533;-1.070703;-21.09424;-1.068077;-29.70178;-173.972
0.007663008;7663008;-1.666215;-1.184093;-21.05716;-1.028652;-21.08732;-1.078043;-29.70299;-173.9542
0.007710587;7710587;-1.665968;-1.186492;-21.06379;-1.072572;-21.09621;-1.067309;-29.70154;-173.8914
0.007758461;7758461;-1.663479;-1.209049;-21.05693;-1.006301;-21.08722;-1.102349;-29.69249;-173.8295
0.007806632;7806632;-1.665029;-1.207964;-21.05675;-1.10372;-21.0885;-1.064147;-29.69117;-173.8398
0.007855103;7855103;-1.664876;-1.218359;-21.06377;-1.055246;-21.09777;-1.115234;-29.70781;-173.774
0.007903874;7903874;-1.664062;-1.224418;-21.06363;-1.131406;-21.09017;-1.078406;-29.69444;-173.7035
0.007952948;7952948;-1.665889;-1.241877;-21.05569;-1.062821;-21.09448;-1.093836;-29.69257;-173.7329
0.008002327;8002327;-1.664102;-1.244923;-21.05478;-1.117057;-21.09564;-1.119828;-29.69283;-173.6908
0.008052013;8052013;-1.66453;-1.232717;-21.05795;-1.083083;-21.09439;-1.124322;-29.69526;-173.5787
0.008102006;8102006;-1.665781;-1.257405;-21.06331;-1.18707;-21.09587;-1.11158;-29.69978;-173.6053
0.008152311;8152311;-1.6651;-1.252276;-21.0572;-1.15521;-21.09719;-1.121645;-29.69085;-173.5699
0.008202928;8202928;-1.666397;-1.275827;-21.05528;-1.134653;-21.09694;-1.164913;-29.69466;-173.475
0.008253858;8253858;-1.665819;-1.275561;-21.057;-1.102998;-21.09194;-1.182117;-29.69515;-173.5004
0.008305106;8305106;-1.665076;-1.287183;-21.05028;-1.154061;-21.09705;-1.165462;-29.69262;-173.4561
0.008356671;8356671;-1.66548;-1.282755;-21.06119;-1.155573;-21.0885;-1.154439;-29.68608;-173.3447
0.008408557;8408557;-1.665123;-1.304282;-21.06712;-1.249817;-21.09543;-1.154628;-29.69113;-173.3242
0.008460764;8460764;-1.663523;-1.306594;-21.05663;-1.211936;-21.08985;-1.202831;-29.69088;-173.3641
0.008513296;8513296;-1.665191;-1.321048;-21.05307;-1.131379;-21.0946;-1.174331;-29.6867;-173.2677
0.008566154;8566154;-1.665463;-1.327814;-21.05632;-1.211205;-21.09644;-1.194761;-29.68477;-173.2149
0.00861934;8619340;-1.66485;-1.320681;-21.06625;-1.137095;-21.08948;-1.199253;-29.68076;-173.1213
0.008672857;8672857;-1.666608;-1.343926;-21.06339;-1.232138;-21.09521;-1.198548;-29.68292;-173.1296
0.008726705;8726705;-1.662141;-1.33964;-21.05484;-1.223742;-21.09819;-1.220589;-29.6878;-173.0828
0.008780888;8780888;-1.665511;-1.342253;-21.05116;-1.24987;-21.09318;-1.220521;-29.6908;-173.0948
0.008835408;8835408;-1.66413;-1.362531;-21.05578;-1.197285;-21.09321;-1.261379;-29.68423;-173.0812
0.008890266;8890266;-1.665296;-1.347595;-21.05254;-1.235342;-21.09557;-1.249249;-29.68369;-172.9477
0.008945464;8945464;-1.664647;-1.385026;-21.05949;-1.247824;-21.11337;-1.256749;-29.6813;-172.8476
0.009001006;9001006;-1.666013;-1.391223;-21.06343;-1.210444;-21.11155;-1.26479;-29.68062;-172.7913
0.009056892;9056892;-1.666057;-1.390301;-21.06357;-1.257415;-21.11258;-1.263055;-29.68035;-172.7885
0.009113125;9113125;-1.667019;-1.414925;-21.06901;-1.207266;-21.11073;-1.276045;-29.67749;-172.7154
0.009169707;9169707;-1.667132;-1.417895;-21.06029;-1.267539;-21.1104;-1.28553;-29.67434;-172.6936
0.009226641;9226641;-1.667195;-1.40614;-21.06316;-1.237944;-21.10916;-1.258957;-29.67349;-172.6325
0.009283928;9283928;-1.666681;-1.4345;-21.06181;-1.309329;-21.11174;-1.300627;-29.68195;-172.6412
0.00934157;9341570;-1.666721;-1.436701;-21.06357;-1.277537;-21.10996;-1.333844;-29.67435;-172.5739
0.009399571;9399571;-1.666247;-1.448388;-21.06621;-1.387905;-21.11176;-1.316953;-29.67628;-172.5499
0.009457932;9457932;-1.667172;-1.464967;-21.0652;-1.306299;-21.11124;-1.309147;-29.66961;-172.4493
0.009516655;9516655;-1.666654;-1.462592;-21.0612;-1.322822;-21.11073;-1.322848;-29.66642;-172.4001
0.009575743;9575743;-1.665285;-1.489014;-21.0639;-1.377025;-21.11383;-1.315726;-29.6717;-172.3473
0.009635197;9635197;-1.667509;-1.471801;-21.06617;-1.392854;-21.11117;-1.337913;-29.6743;-172.3921
0.009695021;9695021;-1.665752;-1.507766;-21.06748;-1.332912;-21.11278;-1.332986;-29.66403;-172.2381
0.009755216;9755216;-1.664939;-1.497452;-21.06759;-1.395783;-21.11012;-1.346309;-29.66416;-172.1992
0.009815785;9815785;-1.666491;-1.523521;-21.0635;-1.364915;-21.11026;-1.371233;-29.65972;-172.1701
0.00987673;9876730;-1.665699;-1.523743;-21.06626;-1.316542;-21.11238;-1.389411;-29.66501;-172.1231
0.009938053;9938053;-1.667393;-1.541838;-21.05871;-1.367558;-21.1122;-1.370879;-29.65951;-172.1209
0.009999758;9999758;-1.665734;-1.533867;-21.065;-1.389017;-21.11029;-1.37807;-29.6604;-171.9941
0.010061845;10061845;-1.667243;-1.555966;-21.06581;-1.41618;-21.11315;-1.423541;-29.66758;-171.9414
0.010124318;10124318;-1.666242;-1.564273;-21.06613;-1.322968;-21.11234;-1.406081;-29.66124;-171.9417
0.010187178;10187178;-1.666645;-1.570264;-21.06299;-1.338148;-21.11157;-1.441391;-29.66107;-171.8724
0.010250429;10250429;-1.666772;-1.576769;-21.06392;-1.448835;-21.11183;-1.427165;-29.65155;-171.8248
0.010314073;10314073;-1.666683;-1.575009;-21.06168;-1.475272;-21.112;-1.430745;-29.65262;-171.7697
0.010378112;10378112;-1.6668;-1.58377;-21.06376;-1.485336;-21.11129;-1.44688;-29.65932;-171.7488
0.010442548;10442548;-1.665669;-1.609439;-21.06264;-1.473608;-21.11059;-1.443347;-29.65209;-171.7476
0.010507384;10507384;-1.666699;-1.609797;-21.06235;-1.495851;-21.11148;-1.417185;-29.6479;-171.5454
0.010572624;10572624;-1.666517;-1.627216;-21.06352;-1.414527;-21.11142;-1.477752;-29.65401;-171.6049
0.010638268;10638268;-1.666434;-1.636425;-21.06241;-1.447095;-21.1129;-1.487639;-29.65477;-171.5211
0.010704319;10704319;-1.666292;-1.643696;-21.06379;-1.45959;-21.11109;-1.498101;-29.64636;-171.4607
0.010770781;10770781;-1.666998;-1.661351;-21.06015;-1.465094;-21.11059;-1.490987;-29.64252;-171.4311
0.010837656;10837656;-1.666403;-1.670576;-21.06352;-1.4612;-21.11314;-1.522669;-29.64603;-171.37
0.010904945;10904945;-1.666429;-1.680882;-21.06164;-1.464234;-21.11015;-1.530128;-29.63921;-171.3336
0.010972653;10972653;-1.666091;-1.689401;-21.06478;-1.537426;-21.11289;-1.521257;-29.63774;-171.3006
0.01104078;11040780;-1.667197;-1.697028;-21.06746;-1.469728;-21.11086;-1.500938;-29.63647;-171.1661
0.011109331;11109331;-1.66524;-1.703961;-21.05966;-1.514248;-21.11035;-1.570867;-29.63992;-171.1354
0.011178308;11178308;-1.666295;-1.71863;-21.06571;-1.603496;-21.11138;-1.518593;-29.63668;-171.0558
0.011247712;11247712;-1.66844;-1.72359;-21.06411;-1.579573;-21.10875;-1.564159;-29.63041;-171.0349
0.011317548;11317548;-1.668782;-1.733675;-21.06489;-1.588059;-21.11005;-1.581189;-29.63304;-170.9966
0.011387817;11387817;-1.666793;-1.743914;-21.05996;-1.56449;-21.11254;-1.570534;-29.63473;-170.9197
0.011458523;11458523;-1.666947;-1.75209;-21.05849;-1.587716;-21.11007;-1.579119;-29.62248;-170.8523
0.011529667;11529667;-1.66704;-1.761006;-21.0597;-1.633534;-21.11081;-1.585294;-29.62257;-170.7807
0.011601254;11601254;-1.666524;-1.786067;-21.06569;-1.55312;-21.11132;-1.63363;-29.63112;-170.7544
0.011673284;11673284;-1.666139;-1.789211;-21.06805;-1.581136;-21.11102;-1.640177;-29.62816;-170.695
0.011745762;11745762;-1.672286;-1.764762;-21.06071;-1.59959;-21.09404;-1.646307;-29.62275;-170.6796
0.01181869;11818690;-1.671251;-1.770828;-21.05491;-1.609074;-21.08841;-1.654509;-29.6213;-170.6206
0.011892071;11892071;-1.670748;-1.803621;-21.06079;-1.657951;-21.09021;-1.637337;-29.61696;-170.4941
0.011965908;11965908;-1.669901;-1.822994;-21.05629;-1.670096;-21.09825;-1.682326;-29.61786;-170.5316
0.012040202;12040202;-1.674528;-1.816065;-21.05738;-1.617529;-21.09184;-1.695957;-29.6185;-170.4499
0.012114958;12114958;-1.670034;-1.855366;-21.0599;-1.727896;-21.09733;-1.689509;-29.61485;-170.3841
0.012190179;12190179;-1.670921;-1.843425;-21.06509;-1.652475;-21.08973;-1.697207;-29.61041;-170.3447
0.012265866;12265866;-1.672212;-1.846785;-21.05716;-1.630041;-21.09383;-1.718507;-29.61319;-170.2702
0.012342023;12342023;-1.671614;-1.863447;-21.06117;-1.694523;-21.09161;-1.705075;-29.60927;-170.1587
0.012418653;12418653;-1.673044;-1.87069;-21.05815;-1.6667;-21.09779;-1.721244;-29.60524;-170.0942
0.012495759;12495759;-1.665836;-1.902125;-21.05945;-1.641555;-21.09676;-1.743584;-29.59811;-170.0985
0.012573344;12573344;-1.668668;-1.904074;-21.05907;-1.723844;-21.08889;-1.777877;-29.60656;-170.0008
0.01265141;12651410;-1.670944;-1.919821;-21.05985;-1.762044;-21.09842;-1.758669;-29.59922;-169.9513
0.012729961;12729961;-1.669397;-1.934785;-21.05518;-1.775985;-21.09627;-1.77407;-29.59749;-169.8513
0.012809;12809000;-1.667244;-1.973003;-21.05975;-1.668415;-21.09423;-1.797651;-29.59351;-169.771
0.012888529;12888529;-1.665904;-1.955278;-21.05732;-1.847243;-21.09033;-1.77791;-29.59274;-169.7136
0.012968553;12968553;-1.66749;-1.946721;-21.05725;-1.840007;-21.09261;-1.824675;-29.59485;-169.7032
0.013049073;13049073;-1.666108;-2.004345;-21.06482;-1.851748;-21.10891;-1.803012;-29.58832;-169.5844
0.013130093;13130093;-1.666095;-2.000346;-21.06503;-1.811502;-21.11;-1.820321;-29.5921;-169.5137
0.013211616;13211616;-1.666098;-2.0155;-21.06603;-1.78776;-21.10997;-1.837099;-29.58715;-169.4257
0.013293645;13293645;-1.665672;-2.028943;-21.0622;-1.868622;-21.11269;-1.840242;-29.5808;-169.3582
0.013376184;13376184;-1.664732;-2.043824;-21.06598;-1.82006;-21.11011;-1.900024;-29.58612;-169.2519
0.013459235;13459235;-1.66435;-2.06036;-21.06213;-1.785413;-21.11008;-1.894862;-29.58189;-169.1912
0.013542802;13542802;-1.662607;-2.057059;-21.06106;-1.910823;-21.11044;-1.862363;-29.57473;-169.1705
0.013626887;13626887;-1.662159;-2.058877;-21.05969;-1.898232;-21.11038;-1.899261;-29.56889;-169.1019
0.013711495;13711495;-1.660213;-2.081097;-21.06155;-1.814252;-21.11229;-1.918028;-29.5731;-169.0412
0.013796628;13796628;-1.660533;-2.09377;-21.0623;-1.889203;-21.11012;-1.952623;-29.56644;-168.9458
0.013882289;13882289;-1.663158;-2.148778;-21.06161;-1.867642;-21.11154;-1.909232;-29.56168;-168.9187
0.013968483;13968483;-1.661807;-2.153385;-21.0618;-1.932672;-21.11;-1.950904;-29.56765;-168.8543
0.014055211;14055211;-1.665306;-2.179029;-21.06521;-1.981779;-21.11156;-1.952157;-29.55796;-168.814
0.014142478;14142478;-1.664752;-2.179033;-21.06278;-1.996866;-21.10897;-1.973759;-29.55945;-168.6613
0.014230287;14230287;-1.658057;-2.184844;-21.06316;-1.964197;-21.11023;-1.957524;-29.54821;-168.6518
0.014318641;14318641;-1.665258;-2.137968;-21.06765;-1.926524;-21.10961;-2.006367;-29.55349;-168.6
0.014407544;14407544;-1.66906;-2.164794;-21.06959;-2.036483;-21.11103;-2.013712;-29.55;-168.4806
0.014496999;14496999;-1.666955;-2.219571;-21.0657;-2.015837;-21.1116;-2.007515;-29.5498;-168.4261
0.014587009;14587009;-1.670466;-2.199567;-21.06812;-1.983022;-21.11137;-2.044227;-29.54609;-168.4158
0.014677578;14677578;-1.669936;-2.219086;-21.07018;-2.066534;-21.11411;-2.059026;-29.54197;-168.2708
0.014768709;14768709;-1.664549;-2.272004;-21.06635;-2.046024;-21.11293;-2.064689;-29.54388;-168.2785
0.014860406;14860406;-1.666642;-2.22664;-21.06636;-1.940726;-21.11224;-2.066508;-29.53808;-168.1798
0.014952672;14952672;-1.66969;-2.279787;-21.0712;-2.019549;-21.11071;-2.112812;-29.5332;-168.0651
0.015045512;15045512;-1.668325;-2.286345;-21.07098;-2.091133;-21.11057;-2.097208;-29.52378;-168.0154
0.015138927;15138927;-1.673572;-2.287563;-21.07418;-2.043725;-21.11145;-2.130533;-29.52172;-167.9599
0.015232923;15232923;-1.670825;-2.305587;-21.07577;-2.033042;-21.10932;-2.115258;-29.52854;-167.8644
0.015327502;15327502;-1.662476;-2.326605;-21.06394;-2.103088;-21.11038;-2.135207;-29.51613;-167.8055
0.015422669;15422669;-1.666406;-2.325909;-21.06418;-2.105092;-21.10998;-2.143394;-29.52108;-167.7069
0.015518426;15518426;-1.666875;-2.359555;-21.07116;-2.11441;-21.1081;-2.160487;-29.51103;-167.6892
0.015614778;15614778;-1.664133;-2.389637;-21.06504;-2.134587;-21.11201;-2.173567;-29.50535;-167.5812
0.015711729;15711729;-1.667672;-2.372618;-21.0688;-2.122008;-21.11263;-2.216339;-29.5041;-167.4318
0.015809281;15809281;-1.668142;-2.397704;-21.07424;-2.188725;-21.11128;-2.168575;-29.50419;-167.3986
0.015907439;15907439;-1.671323;-2.43317;-21.07572;-2.162762;-21.1147;-2.190866;-29.50295;-167.2912
0.016006206;16006206;-1.670466;-2.449316;-21.06832;-2.221766;-21.11232;-2.220263;-29.49578;-167.2106
0.016105586;16105586;-1.66731;-2.466673;-21.07223;-2.245193;-21.11159;-2.207648;-29.48721;-167.1939
0.016205584;16205584;-1.671471;-2.458512;-21.06577;-2.213159;-21.11157;-2.263999;-29.48773;-167.0835
0.016306202;16306202;-1.668424;-2.459061;-21.06798;-2.187055;-21.11202;-2.267342;-29.49102;-167.0358
0.016407446;16407446;-1.667963;-2.500926;-21.07197;-2.194794;-21.10956;-2.291668;-29.48524;-166.9625
0.016509317;16509317;-1.664165;-2.496331;-21.0685;-2.314418;-21.10963;-2.291235;-29.47649;-166.8636
0.016611822;16611822;-1.669706;-2.524802;-21.07632;-2.27376;-21.11263;-2.340412;-29.4761;-166.7576
0.016714962;16714962;-1.664986;-2.534033;-21.06609;-2.284779;-21.11237;-2.362978;-29.47468;-166.6895
0.016818744;16818744;-1.668376;-2.541112;-21.07056;-2.284482;-21.11167;-2.347919;-29.46222;-166.6581
0.016923169;16923169;-1.671908;-2.57409;-21.07029;-2.324028;-21.11312;-2.343426;-29.46617;-166.5103
0.017028243;17028243;-1.663381;-2.595612;-21.0683;-2.398803;-21.11065;-2.381229;-29.45996;-166.4479
0.017133969;17133969;-1.6698;-2.603622;-21.07136;-2.297706;-21.11161;-2.42246;-29.45448;-166.4057
0.017240352;17240352;-1.665518;-2.60952;-21.06863;-2.361607;-21.11185;-2.404969;-29.45323;-166.2922
