Times	VLIN
-3.80E-09	-0.004000033
-3.70E-09	-0.02800003
-3.60E-09	-0.02000003
-3.50E-09	0.01999997
-3.40E-09	0.003999967
-3.30E-09	0.01199997
-3.20E-09	0.003999967
-3.10E-09	-0.01200003
-3.00E-09	0.01199997
-2.90E-09	0.003999967
-2.80E-09	-0.004000033
-2.70E-09	0.003999967
-2.60E-09	-0.01200003
-2.50E-09	-0.004000033
-2.40E-09	-0.004000033
-2.30E-09	-0.004000033
-2.20E-09	0.01199997
-2.10E-09	-0.004000033
-2.00E-09	0.01199997
-1.90E-09	0.01199997
-1.80E-09	0.01999997
-1.70E-09	-0.004000033
-1.60E-09	-0.01200003
-1.50E-09	-0.01200003
-1.40E-09	-0.01200003
-1.30E-09	-0.01200003
-1.20E-09	-0.01200003
-1.10E-09	-0.01200003
-1.00E-09	-0.01200003
-9.00E-10	0.003999967
-8.00E-10	-0.004000033
-7.00E-10	0.003999967
-6.00E-10	0.003999967
-5.00E-10	-0.02000003
-4.00E-10	-0.02000003
-3.00E-10	0.003999967
-2.00E-10	0.01199997
-1.00E-10	0.01199997
0	-0.004000033
1.00E-10	0.003999967
2.00E-10	0.01999997
3.00E-10	-0.01200003
4.00E-10	0.003999967
5.00E-10	-0.004000033
6.00E-10	0.003999967
7.00E-10	0.003999967
8.00E-10	0.01999997
9.00E-10	-0.004000033
1.00E-09	-0.004000033
1.10E-09	-0.004000033
1.20E-09	0.003999967
1.30E-09	0.003999967
1.40E-09	-0.004000033
1.50E-09	0.003999967
1.60E-09	-0.01200003
1.70E-09	-0.01200003
1.80E-09	0.003999967
1.90E-09	-0.01200003
2.00E-09	-0.004000033
2.10E-09	0.003999967
2.20E-09	-0.02000003
2.30E-09	-0.02000003
2.40E-09	0.003999967
2.50E-09	-0.004000033
2.60E-09	-0.01200003
2.70E-09	0.01199997
2.80E-09	0.01999997
2.90E-09	0.003999967
3.00E-09	-0.004000033
3.10E-09	0.01999997
3.20E-09	-0.004000033
3.30E-09	-0.004000033
3.40E-09	-0.02000003
3.50E-09	-0.01200003
3.60E-09	-0.01200003
3.70E-09	0.003999967
3.80E-09	0.003999967
3.90E-09	0.003999967
4.00E-09	0.01199997
4.10E-09	-0.004000033
4.20E-09	0.01999997
4.30E-09	0.003999967
4.40E-09	-0.004000033
4.50E-09	-0.01200003
4.60E-09	-0.004000033
4.70E-09	-0.01200003
4.80E-09	-0.004000033
4.90E-09	-0.02000003
5.00E-09	-0.004000033
5.10E-09	-0.004000033
5.20E-09	0.003999967
5.30E-09	0.01999997
5.40E-09	0.01999997
5.50E-09	0.01999997
5.60E-09	-0.004000033
5.70E-09	0.003999967
5.80E-09	0.003999967
5.90E-09	-0.01200003
6.00E-09	-0.02000003
6.10E-09	0.003999967
6.20E-09	0.003999967
6.30E-09	-0.01200003
6.40E-09	0.003999967
6.50E-09	-0.01200003
6.60E-09	0.003999967
6.70E-09	-0.004000033
6.80E-09	-0.004000033
6.90E-09	0.003999967
7.00E-09	-0.004000033
7.10E-09	-0.01200003
7.20E-09	0.01199997
7.30E-09	-0.004000033
7.40E-09	-0.004000033
7.50E-09	0.003999967
7.60E-09	-0.004000033
7.70E-09	0.003999967
7.80E-09	0.003999967
7.90E-09	-0.02000003
8.00E-09	0.003999967
8.10E-09	-0.01200003
8.20E-09	0.003999967
8.30E-09	-0.004000033
8.40E-09	-0.01200003
8.50E-09	0.01199997
8.60E-09	-0.004000033
8.70E-09	-0.01200003
8.80E-09	0.003999967
8.90E-09	-0.004000033
9.00E-09	-0.004000033
9.10E-09	0.003999967
9.20E-09	-0.004000033
9.30E-09	0.01199997
9.40E-09	0.01999997
9.50E-09	-0.01200003
9.60E-09	-0.004000033
9.70E-09	-0.004000033
9.80E-09	-0.01200003
9.90E-09	0.003999967
1.00E-08	-0.004000033
1.01E-08	-0.004000033
1.02E-08	-0.02800003
1.03E-08	0.003999967
1.04E-08	0.003999967
1.05E-08	0.003999967
1.06E-08	0.01199997
1.07E-08	0.02799997
1.08E-08	0.05999997
1.09E-08	0.116
1.10E-08	0.172
1.11E-08	0.236
1.12E-08	0.292
1.13E-08	0.356
1.14E-08	0.428
1.15E-08	0.492
1.16E-08	0.54
1.17E-08	0.58
1.18E-08	0.612
1.19E-08	0.644
1.20E-08	0.66
1.21E-08	0.636
1.22E-08	0.644
1.23E-08	0.636
1.24E-08	0.612
1.25E-08	0.572
1.26E-08	0.54
1.27E-08	0.484
1.28E-08	0.436
1.29E-08	0.404
1.30E-08	0.372
1.31E-08	0.3
1.32E-08	0.268
1.33E-08	0.244
1.34E-08	0.212
1.35E-08	0.196
1.36E-08	0.188
1.37E-08	0.196
1.38E-08	0.188
1.39E-08	0.18
1.40E-08	0.188
1.41E-08	0.18
1.42E-08	0.188
1.43E-08	0.156
1.44E-08	0.156
1.45E-08	0.148
1.46E-08	0.148
1.47E-08	0.164
1.48E-08	0.156
1.49E-08	0.148
1.50E-08	0.14
1.51E-08	0.14
1.52E-08	0.132
1.53E-08	0.124
1.54E-08	0.124
1.55E-08	0.116
1.56E-08	0.124
1.57E-08	0.116
1.58E-08	0.116
1.59E-08	0.116
1.60E-08	0.124
1.61E-08	0.132
1.62E-08	0.124
1.63E-08	0.124
1.64E-08	0.09999997
1.65E-08	0.124
1.66E-08	0.124
1.67E-08	0.09999997
1.68E-08	0.132
1.69E-08	0.09999997
1.70E-08	0.116
1.71E-08	0.108
1.72E-08	0.108
1.73E-08	0.108
1.74E-08	0.108
1.75E-08	0.09999997
1.76E-08	0.09999997
1.77E-08	0.09199997
1.78E-08	0.08399997
1.79E-08	0.09199997
1.80E-08	0.108
1.81E-08	0.07599997
1.82E-08	0.09999997
1.83E-08	0.09199997
1.84E-08	0.09199997
1.85E-08	0.09999997
1.86E-08	0.09999997
1.87E-08	0.09999997
1.88E-08	0.116
1.89E-08	0.108
1.90E-08	0.09199997
1.91E-08	0.09199997
1.92E-08	0.09199997
1.93E-08	0.09199997
1.94E-08	0.09999997
1.95E-08	0.09199997
1.96E-08	0.108
1.97E-08	0.08399997
1.98E-08	0.108
1.99E-08	0.09199997
2.00E-08	0.116
2.01E-08	0.09199997
2.02E-08	0.08399997
2.03E-08	0.116
2.04E-08	0.09199997
2.05E-08	0.09999997
2.06E-08	0.08399997
2.07E-08	0.06799997
2.08E-08	0.08399997
2.09E-08	0.08399997
2.10E-08	0.09199997
2.11E-08	0.08399997
2.12E-08	0.09199997
2.13E-08	0.09999997
2.14E-08	0.108
2.15E-08	0.09999997
2.16E-08	0.07599997
2.17E-08	0.08399997
2.18E-08	0.09999997
2.19E-08	0.07599997
2.20E-08	0.09199997
2.21E-08	0.07599997
2.22E-08	0.08399997
2.23E-08	0.07599997
2.24E-08	0.07599997
2.25E-08	0.08399997
2.26E-08	0.08399997
2.27E-08	0.05999997
2.28E-08	0.08399997
2.29E-08	0.06799997
2.30E-08	0.08399997
2.31E-08	0.09199997
2.32E-08	0.08399997
2.33E-08	0.08399997
2.34E-08	0.09199997
2.35E-08	0.09199997
2.36E-08	0.08399997
2.37E-08	0.09199997
2.38E-08	0.09199997
2.39E-08	0.07599997
2.40E-08	0.09999997
2.41E-08	0.07599997
2.42E-08	0.09199997
2.43E-08	0.09999997
2.44E-08	0.07599997
2.45E-08	0.07599997
2.46E-08	0.09199997
2.47E-08	0.08399997
2.48E-08	0.07599997
2.49E-08	0.108
2.50E-08	0.09199997
2.51E-08	0.06799997
2.52E-08	0.08399997
2.53E-08	0.08399997
2.54E-08	0.09199997
2.55E-08	0.09199997
2.56E-08	0.08399997
2.57E-08	0.09199997
2.58E-08	0.09999997
2.59E-08	0.07599997
2.60E-08	0.09199997
2.61E-08	0.09199997
2.62E-08	0.09199997
2.63E-08	0.06799997
2.64E-08	0.06799997
2.65E-08	0.06799997
2.66E-08	0.09199997
2.67E-08	0.08399997
2.68E-08	0.08399997
2.69E-08	0.09999997
2.70E-08	0.108
2.71E-08	0.05999997
2.72E-08	0.08399997
2.73E-08	0.09199997
2.74E-08	0.07599997
2.75E-08	0.09199997
2.76E-08	0.06799997
2.77E-08	0.07599997
2.78E-08	0.07599997
2.79E-08	0.09199997
2.80E-08	0.08399997
2.81E-08	0.06799997
2.82E-08	0.09999997
2.83E-08	0.07599997
2.84E-08	0.08399997
2.85E-08	0.06799997
2.86E-08	0.08399997
2.87E-08	0.08399997
2.88E-08	0.08399997
2.89E-08	0.06799997
2.90E-08	0.09199997
2.91E-08	0.08399997
2.92E-08	0.08399997
2.93E-08	0.07599997
2.94E-08	0.09199997
2.95E-08	0.09199997
2.96E-08	0.08399997
2.97E-08	0.09199997
2.98E-08	0.07599997
2.99E-08	0.09199997
3.00E-08	0.09999997
3.01E-08	0.09999997
3.02E-08	0.09999997
3.03E-08	0.09199997
3.04E-08	0.09999997
3.05E-08	0.09199997
3.06E-08	0.108
3.07E-08	0.07599997
3.08E-08	0.07599997
3.09E-08	0.09199997
3.10E-08	0.09199997
3.11E-08	0.09999997
3.12E-08	0.09199997
3.13E-08	0.116
3.14E-08	0.108
3.15E-08	0.09199997
3.16E-08	0.108
3.17E-08	0.108
3.18E-08	0.108
3.19E-08	0.08399997
3.20E-08	0.07599997
3.21E-08	0.06799997
3.22E-08	0.09199997
3.23E-08	0.06799997
3.24E-08	0.08399997
3.25E-08	0.07599997
3.26E-08	0.04399997
3.27E-08	0.05999997
3.28E-08	0.08399997
3.29E-08	0.05199997
3.30E-08	0.05999997
3.31E-08	0.05199997
3.32E-08	0.05999997
3.33E-08	0.05999997
3.34E-08	0.05999997
3.35E-08	0.06799997
3.36E-08	0.07599997
3.37E-08	0.07599997
3.38E-08	0.06799997
3.39E-08	0.08399997
3.40E-08	0.08399997
3.41E-08	0.08399997
3.42E-08	0.09199997
3.43E-08	0.06799997
3.44E-08	0.08399997
3.45E-08	0.07599997
3.46E-08	0.08399997
3.47E-08	0.09199997
3.48E-08	0.08399997
3.49E-08	0.07599997
3.50E-08	0.07599997
3.51E-08	0.06799997
3.52E-08	0.05999997
3.53E-08	0.08399997
3.54E-08	0.09199997
3.55E-08	0.07599997
3.56E-08	0.08399997
3.57E-08	0.09999997
3.58E-08	0.07599997
3.59E-08	0.08399997
3.60E-08	0.09999997
3.61E-08	0.05999997
3.62E-08	0.08399997
3.63E-08	0.09199997
3.64E-08	0.09999997
3.65E-08	0.08399997
3.66E-08	0.09999997
3.67E-08	0.06799997
3.68E-08	0.08399997
3.69E-08	0.08399997
3.70E-08	0.09999997
3.71E-08	0.08399997
3.72E-08	0.05999997
3.73E-08	0.09199997
3.74E-08	0.08399997
3.75E-08	0.08399997
3.76E-08	0.07599997
3.77E-08	0.09199997
3.78E-08	0.09999997
3.79E-08	0.08399997
3.80E-08	0.09199997
3.81E-08	0.09999997
3.82E-08	0.108
3.83E-08	0.08399997
3.84E-08	0.07599997
3.85E-08	0.08399997
3.86E-08	0.07599997
3.87E-08	0.07599997
3.88E-08	0.08399997
3.89E-08	0.08399997
3.90E-08	0.09199997
3.91E-08	0.05999997
3.92E-08	0.07599997
3.93E-08	0.08399997
3.94E-08	0.09199997
3.95E-08	0.07599997
3.96E-08	0.07599997
3.97E-08	0.07599997
3.98E-08	0.08399997
3.99E-08	0.09199997
4.00E-08	0.07599997
4.01E-08	0.06799997
4.02E-08	0.07599997
4.03E-08	0.06799997
4.04E-08	0.07599997
4.05E-08	0.07599997
4.06E-08	0.05999997
4.07E-08	0.08399997
4.08E-08	0.08399997
4.09E-08	0.08399997
4.10E-08	0.06799997
4.11E-08	0.08399997
4.12E-08	0.06799997
4.13E-08	0.07599997
4.14E-08	0.09999997
4.15E-08	0.09199997
4.16E-08	0.07599997
4.17E-08	0.08399997
4.18E-08	0.07599997
4.19E-08	0.06799997
4.20E-08	0.08399997
4.21E-08	0.07599997
4.22E-08	0.07599997
4.23E-08	0.06799997
4.24E-08	0.09199997
4.25E-08	0.05999997
4.26E-08	0.07599997
4.27E-08	0.05999997
4.28E-08	0.07599997
4.29E-08	0.07599997
4.30E-08	0.07599997
4.31E-08	0.07599997
4.32E-08	0.07599997
4.33E-08	0.07599997
4.34E-08	0.06799997
4.35E-08	0.07599997
4.36E-08	0.08399997
4.37E-08	0.08399997
4.38E-08	0.07599997
4.39E-08	0.07599997
4.40E-08	0.07599997
4.41E-08	0.09199997
4.42E-08	0.06799997
4.43E-08	0.06799997
4.44E-08	0.08399997
4.45E-08	0.08399997
4.46E-08	0.07599997
4.47E-08	0.06799997
4.48E-08	0.09199997
4.49E-08	0.07599997
4.50E-08	0.05999997
4.51E-08	0.07599997
4.52E-08	0.08399997
4.53E-08	0.07599997
4.54E-08	0.07599997
4.55E-08	0.06799997
4.56E-08	0.07599997
4.57E-08	0.08399997
4.58E-08	0.08399997
4.59E-08	0.08399997
4.60E-08	0.08399997
4.61E-08	0.07599997
4.62E-08	0.07599997
4.63E-08	0.05999997
4.64E-08	0.08399997
4.65E-08	0.07599997
4.66E-08	0.05999997
4.67E-08	0.07599997
4.68E-08	0.08399997
4.69E-08	0.07599997
4.70E-08	0.07599997
4.71E-08	0.06799997
4.72E-08	0.06799997
4.73E-08	0.07599997
4.74E-08	0.08399997
4.75E-08	0.05199997
4.76E-08	0.08399997
4.77E-08	0.08399997
4.78E-08	0.09999997
4.79E-08	0.07599997
4.80E-08	0.08399997
4.81E-08	0.08399997
4.82E-08	0.09199997
4.83E-08	0.06799997
4.84E-08	0.08399997
4.85E-08	0.06799997
4.86E-08	0.06799997
4.87E-08	0.08399997
4.88E-08	0.07599997
4.89E-08	0.07599997
4.90E-08	0.06799997
4.91E-08	0.07599997
4.92E-08	0.08399997
4.93E-08	0.09199997
4.94E-08	0.07599997
4.95E-08	0.08399997
4.96E-08	0.06799997
4.97E-08	0.07599997
4.98E-08	0.07599997
4.99E-08	0.09199997
5.00E-08	0.09199997
5.01E-08	0.07599997
5.02E-08	0.06799997
5.03E-08	0.06799997
5.04E-08	0.05999997
5.05E-08	0.09199997
5.06E-08	0.09999997
5.07E-08	0.09199997
5.08E-08	0.09199997
5.09E-08	0.07599997
5.10E-08	0.07599997
5.11E-08	0.07599997
5.12E-08	0.06799997
5.13E-08	0.06799997
5.14E-08	0.05199997
5.15E-08	0.05999997
5.16E-08	0.08399997
5.17E-08	0.07599997
5.18E-08	0.07599997
5.19E-08	0.07599997
5.20E-08	0.07599997
5.21E-08	0.08399997
5.22E-08	0.05999997
5.23E-08	0.05999997
5.24E-08	0.07599997
5.25E-08	0.08399997
5.26E-08	0.06799997
5.27E-08	0.07599997
5.28E-08	0.09199997
5.29E-08	0.07599997
5.30E-08	0.07599997
5.31E-08	0.07599997
5.32E-08	0.09199997
5.33E-08	0.08399997
5.34E-08	0.07599997
5.35E-08	0.09199997
5.36E-08	0.06799997
5.37E-08	0.07599997
5.38E-08	0.07599997
5.39E-08	0.07599997
5.40E-08	0.06799997
5.41E-08	0.09999997
5.42E-08	0.07599997
5.43E-08	0.07599997
5.44E-08	0.06799997
5.45E-08	0.05999997
5.46E-08	0.05199997
5.47E-08	0.06799997
5.48E-08	0.05999997
5.49E-08	0.06799997
5.50E-08	0.08399997
5.51E-08	0.07599997
5.52E-08	0.07599997
5.53E-08	0.07599997
5.54E-08	0.08399997
5.55E-08	0.07599997
5.56E-08	0.08399997
5.57E-08	0.08399997
5.58E-08	0.07599997
5.59E-08	0.06799997
5.60E-08	0.06799997
5.61E-08	0.05999997
5.62E-08	0.05999997
5.63E-08	0.07599997
5.64E-08	0.07599997
5.65E-08	0.07599997
5.66E-08	0.08399997
5.67E-08	0.07599997
5.68E-08	0.06799997
5.69E-08	0.07599997
5.70E-08	0.07599997
5.71E-08	0.08399997
5.72E-08	0.09199997
5.73E-08	0.07599997
5.74E-08	0.07599997
5.75E-08	0.09999997
5.76E-08	0.05999997
5.77E-08	0.07599997
5.78E-08	0.07599997
5.79E-08	0.07599997
5.80E-08	0.09199997
5.81E-08	0.05999997
5.82E-08	0.07599997
5.83E-08	0.06799997
5.84E-08	0.07599997
5.85E-08	0.07599997
5.86E-08	0.108
5.87E-08	0.06799997
5.88E-08	0.07599997
5.89E-08	0.08399997
5.90E-08	0.08399997
5.91E-08	0.08399997
5.92E-08	0.07599997
5.93E-08	0.05999997
5.94E-08	0.08399997
5.95E-08	0.08399997
5.96E-08	0.08399997
5.97E-08	0.06799997
5.98E-08	0.08399997
5.99E-08	0.06799997
6.00E-08	0.07599997
6.01E-08	0.09199997
6.02E-08	0.06799997
6.03E-08	0.06799997
6.04E-08	0.07599997
6.05E-08	0.06799997
6.06E-08	0.09199997
6.07E-08	0.07599997
6.08E-08	0.07599997
6.09E-08	0.07599997
6.10E-08	0.08399997
6.11E-08	0.08399997
6.12E-08	0.07599997
6.13E-08	0.06799997
6.14E-08	0.06799997
6.15E-08	0.08399997
6.16E-08	0.06799997
6.17E-08	0.06799997
6.18E-08	0.08399997
6.19E-08	0.06799997
6.20E-08	0.07599997
6.21E-08	0.08399997
6.22E-08	0.06799997
6.23E-08	0.09199997
6.24E-08	0.06799997
6.25E-08	0.06799997
6.26E-08	0.09199997
6.27E-08	0.07599997
6.28E-08	0.07599997
6.29E-08	0.07599997
6.30E-08	0.07599997
6.31E-08	0.07599997
6.32E-08	0.09999997
6.33E-08	0.05199997
6.34E-08	0.06799997
6.35E-08	0.08399997
6.36E-08	0.07599997
6.37E-08	0.07599997
6.38E-08	0.09199997
6.39E-08	0.07599997
6.40E-08	0.09199997
6.41E-08	0.08399997
6.42E-08	0.09199997
6.43E-08	0.06799997
6.44E-08	0.09199997
6.45E-08	0.08399997
6.46E-08	0.08399997
6.47E-08	0.07599997
6.48E-08	0.09199997
6.49E-08	0.07599997
6.50E-08	0.08399997
6.51E-08	0.07599997
6.52E-08	0.06799997
6.53E-08	0.08399997
6.54E-08	0.08399997
6.55E-08	0.06799997
6.56E-08	0.09199997
6.57E-08	0.07599997
6.58E-08	0.08399997
6.59E-08	0.07599997
6.60E-08	0.07599997
6.61E-08	0.05999997
6.62E-08	0.07599997
6.63E-08	0.08399997
6.64E-08	0.06799997
6.65E-08	0.07599997
6.66E-08	0.09199997
6.67E-08	0.07599997
6.68E-08	0.07599997
6.69E-08	0.09199997
6.70E-08	0.07599997
6.71E-08	0.09199997
6.72E-08	0.07599997
6.73E-08	0.06799997
6.74E-08	0.08399997
6.75E-08	0.07599997
6.76E-08	0.07599997
6.77E-08	0.08399997
6.78E-08	0.09199997
6.79E-08	0.06799997
6.80E-08	0.07599997
6.81E-08	0.07599997
6.82E-08	0.08399997
6.83E-08	0.06799997
6.84E-08	0.08399997
6.85E-08	0.09199997
6.86E-08	0.06799997
6.87E-08	0.09199997
6.88E-08	0.06799997
6.89E-08	0.06799997
6.90E-08	0.06799997
6.91E-08	0.08399997
6.92E-08	0.07599997
6.93E-08	0.05999997
6.94E-08	0.08399997
6.95E-08	0.07599997
6.96E-08	0.09199997
6.97E-08	0.06799997
6.98E-08	0.08399997
6.99E-08	0.07599997
7.00E-08	0.06799997
7.01E-08	0.09199997
7.02E-08	0.07599997
7.03E-08	0.06799997
7.04E-08	0.08399997
7.05E-08	0.05999997
7.06E-08	0.05999997
7.07E-08	0.06799997
7.08E-08	0.05999997
7.09E-08	0.09999997
7.10E-08	0.06799997
7.11E-08	0.06799997
7.12E-08	0.08399997
7.13E-08	0.06799997
7.14E-08	0.09199997
7.15E-08	0.07599997
7.16E-08	0.05999997
7.17E-08	0.08399997
7.18E-08	0.07599997
7.19E-08	0.04399997
7.20E-08	0.06799997
7.21E-08	0.07599997
7.22E-08	0.07599997
7.23E-08	0.09999997
7.24E-08	0.06799997
7.25E-08	0.09199997
7.26E-08	0.08399997
7.27E-08	0.07599997
7.28E-08	0.08399997
7.29E-08	0.08399997
7.30E-08	0.09199997
7.31E-08	0.09199997
7.32E-08	0.09199997
7.33E-08	0.08399997
7.34E-08	0.09199997
7.35E-08	0.06799997
7.36E-08	0.08399997
7.37E-08	0.09199997
7.38E-08	0.09999997
7.39E-08	0.08399997
7.40E-08	0.07599997
7.41E-08	0.07599997
7.42E-08	0.07599997
7.43E-08	0.05999997
7.44E-08	0.06799997
7.45E-08	0.08399997
7.46E-08	0.07599997
7.47E-08	0.07599997
7.48E-08	0.07599997
7.49E-08	0.08399997
7.50E-08	0.08399997
7.51E-08	0.06799997
7.52E-08	0.05999997
7.53E-08	0.07599997
7.54E-08	0.06799997
7.55E-08	0.08399997
7.56E-08	0.07599997
7.57E-08	0.07599997
7.58E-08	0.07599997
7.59E-08	0.05999997
7.60E-08	0.07599997
7.61E-08	0.06799997
7.62E-08	0.06799997
7.63E-08	0.08399997
7.64E-08	0.09999997
7.65E-08	0.07599997
7.66E-08	0.08399997
7.67E-08	0.07599997
7.68E-08	0.07599997
7.69E-08	0.06799997
7.70E-08	0.07599997
7.71E-08	0.08399997
7.72E-08	0.08399997
7.73E-08	0.05999997
7.74E-08	0.09199997
7.75E-08	0.09199997
7.76E-08	0.08399997
7.77E-08	0.07599997
7.78E-08	0.07599997
7.79E-08	0.06799997
7.80E-08	0.08399997
7.81E-08	0.07599997
7.82E-08	0.09199997
7.83E-08	0.07599997
7.84E-08	0.05999997
7.85E-08	0.08399997
7.86E-08	0.06799997
7.87E-08	0.08399997
7.88E-08	0.06799997
7.89E-08	0.08399997
7.90E-08	0.05999997
7.91E-08	0.07599997
7.92E-08	0.07599997
7.93E-08	0.08399997
7.94E-08	0.07599997
7.95E-08	0.07599997
7.96E-08	0.07599997
7.97E-08	0.06799997
7.98E-08	0.07599997
7.99E-08	0.07599997
8.00E-08	0.07599997
8.01E-08	0.05999997
8.02E-08	0.05199997
8.03E-08	0.07599997
8.04E-08	0.09199997
8.05E-08	0.07599997
8.06E-08	0.08399997
8.07E-08	0.07599997
8.08E-08	0.07599997
8.09E-08	0.07599997
8.10E-08	0.06799997
8.11E-08	0.07599997
8.12E-08	0.06799997
8.13E-08	0.08399997
8.14E-08	0.08399997
8.15E-08	0.05999997
8.16E-08	0.07599997
8.17E-08	0.05999997
8.18E-08	0.09199997
8.19E-08	0.06799997
8.20E-08	0.07599997
8.21E-08	0.07599997
8.22E-08	0.07599997
8.23E-08	0.07599997
8.24E-08	0.06799997
8.25E-08	0.08399997
8.26E-08	0.09199997
8.27E-08	0.06799997
8.28E-08	0.07599997
8.29E-08	0.07599997
8.30E-08	0.08399997
8.31E-08	0.06799997
8.32E-08	0.07599997
8.33E-08	0.09199997
8.34E-08	0.07599997
8.35E-08	0.08399997
8.36E-08	0.09199997
8.37E-08	0.08399997
8.38E-08	0.06799997
8.39E-08	0.06799997
8.40E-08	0.07599997
8.41E-08	0.05999997
8.42E-08	0.09199997
8.43E-08	0.08399997
8.44E-08	0.07599997
8.45E-08	0.08399997
8.46E-08	0.08399997
8.47E-08	0.07599997
8.48E-08	0.06799997
8.49E-08	0.07599997
8.50E-08	0.08399997
8.51E-08	0.06799997
8.52E-08	0.07599997
8.53E-08	0.07599997
8.54E-08	0.08399997
8.55E-08	0.07599997
8.56E-08	0.06799997
8.57E-08	0.08399997
8.58E-08	0.06799997
8.59E-08	0.09199997
